Reviews,Ratings
"I like this car wash. They always do a nice job on my car, remember the kind of wash I had previously, and the staff are very pleasant. There are guys who ask to repair chips in your windshield, but I've never had a problem with politely declining them.",Positive
Absolutely best car wash in Nevada!! Washed my car and it rained the very next day...spoke to the manager and he told me bring it right in my people will take care of you..and they did!! I will be definitely only taking my car here! Thank you again!,Positive
This is the 1st and last time I will ever come to this car wash. The cashier inside let me know the price I informed her that I was a lift driver and on the web site there was 10% discount. She said do I have the Id? Or application I couldn't understand her because her English was not to good. I said all I have is the sticker on the car. I said the guy outside did see it. She said am I outside? At this point I was like what do you want me to do take a picture of the sticker? She said no you are rude I will do for you. I just didn't understand that she meant my app on my phone because at no point did she ever reference that. Still there was no need to call a paying customer rude. That is why this place has low ratings very sad.,Negative
"I've been coming here for years because it is convenient. They should bring back the old management. The new management doesn't seem to care and I've tried reasoning with them. Rule #1: If they look busy just drive on by... It will take over an hour, I only stop when I see guys standing around. #2 The new crew will clean it up nice if you stand by your car and point out what needs to be addressed. (under previous management that wasn't necessary) #3 They will not let you use a gift card if you have a coupon or any kind if discount. (go figure)",Negative
"First i am so sick of the auto glass people chasing me down everytime i go there. This trip when I took my car in it was done in 15 mins. Faster then I thought it would be. When I got in my car I found out why. It looked like crap. Like they did nothing to clean my car. I had to wipe down my dash board myself. I turned around and came back. The guy that had done the inside of my car was quite mad that I said it looked like crap. I asked why the attitude and he told me ""you gave me attitude first so I'm going to give you attitude"" the manager actually had to stand in between us. I thought I was going to have to defend myself. I was just thinking ""is this guy really going to hit a woman?"" They corrected all the issues I had with the job they did. But that guy totally lost a customer for them.",Negative
My car needed a deep cleaning and I am so glad I brought it here. They quoted me 1 1/2 hours and kept to it. My car has never looked better. I will definitely be back!,Positive
"Worst car wash in Nevada!! Do yourself a favor and go somewhere else. I never do reviews, but I couldn't in good conscious not report how bad my experience at this place was. The guy hassling you to fix your chip on your window is definitely running a scam. I said no thank you..and after I got my new car back it had a 3/4 crack over the whole windshield...they said it happen because I didn't let them fix my crack. Of course the manager said they are NOT responsible and they did a horrible job on my car....never again will I step foot in that place and you shouldn't either..trust me you will thank me for this warning.",Negative
"The carwash itself was ok, nothing out of the ordinary. I had to ask for a rag to clean for some missed spots. The major issues I had were te following: 1. As soon as I got there, one of the employees pointed out the marks on the glass because ""it probably got hit with a rock or something."" He then offered to ""fix"" it for free if I had full-coverage insurance. Luckily, my friend who used to work for an insurance company warned me and told me that is a scam and that I would later get billed by my insurance company and this would be treated as a claim. 2. When I was cleaning the missed spots I leaned over to the passenger's side and one of the employees said in Spanish how cute the thin girl (me) is in what I considered an inappropriate tone! I am fluent in Spanish and he didn't know that. I demanded respect and he apologized saying he just meant I was pretty. That's definitely how I interpreted things. It made me uncomfortable and I'm definitely never going back here!",Negative
"After years of going there every week today will be my last time. It's been declining for a while, I usually bring my truck home and touch it up to my expectations. Last straw is the new ticket writer the one who call everybody boss. Brought it in on a rain check and got the worst wash ever, I was so mad all I could muster to him was that was the last time I'm going over there. Hope the owners kid who now runs the place can right the ship..... Good luck son",Negative
"This used to be our go-to car wash...it WAS the best in the valley. No more. Since the change in management service and quality rapidly declined while prices escalate. There are water marks all over the car after delivery. Windows are smeared and blurry. Seats do not feel clean. The vacuum job is very poor. We keep hoping it will get better, but each wash is worse. Mother coupons used to be a great deal, but now they are horrible. The windshield repair people are rude and aggressive and take offense when you turn them down. No one tells you which lane to pull in and the ticket writer is rude and abrasive. The cashier barely speaks English. The workers are rude and curt when you pick up your car. Today they had a carpet dryer blowing in the store and it was freezing, the wind is blowing and its cold outside and it's freezing inside and just as windy. I took photos of my car today and the manager ran over to see what was wrong and said he would fix it. The lady came back over very upset that she had to fix the car. Water streaks everywhere, outer door handles grimy, dead bugs still on the grill, bumper and fenders. Horrible job. We will not be back. Green valley Hand Car Wash is no longer...it is a rip-off.",Negative
Let me just start this by saying I have been bringing cars here for 5 years... The service has been heading downhill for awhile. Today was the last time I'll ever bring a vehicle here. It has taken a few bad experiences here for me to write this review. Ever since new management or new owners took over its been a horrible place to go. They upped the prices. Which isnt the worst thing ever. That kind of stuff happens. When the work is good thats ok. But the prices went up and the quality of work went down. Today 9-11-15 was the absolute worst experience. The ticket writer should probably be washing cars and not dealing with customers. I think he assumed I couldn't read. So he hands me a ticket before even asking what I really wanted with a 75 dollar price written on it. Right behind him is a big sign of services that says Dually trucks are 45 dollars for silver service. So I asked him about that and thru the herpes on his mouth he says that's for small dually trucks. So I asked him if my truck wasn't a small dually he said it was but the 45 dollars was for outside wash only. Still to this point he still hasn't asked me what I wanted. He marked wax on my ticket. I asked him about that and he says oh no thats 180 to wax this truck. So why is it marked on my ticket? I told him that a dually truck 2 weeks ago was only 60 for the exact same services he's telling me I'm getting today. He said well that was 2 weeks ago. As we left him and his buddies were staring us down. Well its the last time he'll see me or any of my company trucks that we've had washed there for years.,Negative
"Just wanted to say how disappointed I am with this car wash. Last 3 times I took my truck here the employees did a terrible job. They even charge you a $5 over size fee for a truck. Yet they STILL do not do a good job. Exterior has dirty wipe marks. Interior has dust on the dash board, smudge marks on the windshield, dirt on the floorboards and seats left. Honestly I don't know how they are still in business. I wish I could go to them on a regular basis but they fail every time. I've even talked to the manager about it and they re washed my truck. But, why wait to have my truck washed twice? Get it right the first time. Completely unprofessional",Negative
"From the moment we pulled up some punk kept trying to say we had chips in our windshield and I said ok. Then while I was telling the other guy we wanted the $20 wash the punk kept telling us about the free chip repair and I said it's ok just a wash today. Then he said ""it's FREE"" and I replied now why would you do that for FREE? He said we do and ask me ""you have full coverage insurance don't you?"" I said what business is it of yours what kind of insurance I have and what does this have to do with a car wash? Read my lips ""NO""and walked away pissed. We won't be back. First and last visit. The guy who cleaned and dried the car did an amazing job. Tipped him and because of him 2 stars. Another thing ""tacky"" or another scam there is a box hand written on the counter asking for donations. People!!!! Give donations to a bank fund.",Negative
"Super aggressive sales. It wasn't that way a year ago but it is now. I moved away for a year and came back now it's way different. I used to get the same $20 gold service to have my car cleaned and vacuumed. I have a dog that sheds a lot so it's nice. This time, my first time back in a year, the guy tried to sell a $60 car wash including shampoo. I politely declined. His eyes widened like he was trying to tell me through facial expression that I was retarded for declining is offer for a $60 car wash.... Then he tells me the dog hair will only come out with a shampoo. I just declined and asked for the $20 car wash because I always got it before and it was perfect. Keeping In mind I have the same dog I figured id get the same wash I always got. When they were done. Hair was barely touched. I drove away with hair still flying in my mouth. Car was coated in it. I guess that was my punishment? Some rock solid customer service if I do say so myself. Secondly. These side guys ALWAYS find ""chip damage"" in your windshield. Always offer your insurance to pay for it. They always find it. I did it every once in a while before but if I said ""no"" they dropped it. Maybe one more ""are you sure?"" But that was it. This time.... I had to say ""No"" 8 times. I was trying to be polite. Around the 6th ""no"" I wanted to slap him in the eyeballs with a rag coated in tiger balm. I had to start walking away as he walked with me and continued to ask me about the chip repair. They have this super aggressive new sales tactic and I super hate it. Won't be going back. Maybe some people love that, if you like being hassled to the point I could comfortably call harassment, then consider this a 5 star car wash. Otherwise, just go somewhere else. These people will make you super irritated that you just gave them money to harass you... And punish you with crap service if you don't buy the better package they want to push on you.",Negative
"WOW WOW WOW HOW DOES THIS PLACE STAY IN BUSINESS? My car went through the wash and then they parked it in the sun, it's been sitting for 10 min. I go and look for the manager, his name is Sal (short haired Sal,) he is inside but a sack of Takis and when I ask him to ""kindly explain why my car is sitting in the sun washed and no one is drying it? He shoves a Taki in his mouth, and sends me to the manager Sal with the long hair, he is short tempered, he came out of the office to find out, ""what my problem is."" My problem is this place and the poor service... The window chipped guy at the front, Blake is awesome! Before the service was bad, now under new management and the service remains to be not good... The massage chairs inside are awesome! How difficult really is it to provide great service, be competent and not have to sit here on this bench listening to other unhappy patrons... Wake up Green Valley Car Wash!!! I have been coming here since the day you opened- not again. Errrrr!!! The man who dried my car, so so sweet, from Cuba- nice, kind soul.",Negative
"Felt really rushed. They try and upsell you on chip repair and have you call your insurance company and talk on the phone for 15 mins figuring it out. They missed a lot of chips on both cars that I had done. Couldn't figure out who to get the keys from afterwards. Very unorganized place. Also the cars weren't cleaned very well. I don't normally write reviews, but had to warn people not to go here. Go somewhere else.",Negative
A attendant recklessly scratched up my car using pliers to remove the exterior antenna. Who does that? Avoid this place at all costs.,Negative
"Not good. First, beware of the scammer who's gonna greet you and ask you if you were interested in fixing ""the chips' on your windshield. Then, are you interested in paying +$15 for a car wash that doesn't bother cleaning your cup holder or empty your car's ashtray? Lastly, even their express car wash machine is terrible. It left deep scratches and swirls on my car. The owners should save their dignity and close this place or consider giving customers better service.",Negative
"I have been coming to this place for my car washes for the last 5years. Today I was very surprised how rude this manager ""Chris"". I would NOT recommend anyone to come here. There are plenty of friendlier car washes in the Vegas valley! ( he said I don't know my math, when I only wanted to buy a package: 3-gold wash get 3 free and refund the cashier charged me $14.95. I told him I want to use one of six-gold from my package today ($10.50) and I want $14.95 refund, this ""Chris"" said he cannot refund. To me it's pretty simple: sell me the package, refund the $14.95, and use one of the ticket for this wash. There's no math involved and there is no need to be rude unless a customer is cursing at you. I would never set foot here again nor I would recommend anyone.....",Negative
"I have been going here for years. Last week I was told I must remove my trailer hitch because it can ""damage the tunnel."" Their explanation was nonsensical. Removing my hitch is a hassle. I won't be going back. Ever.",Negative
"Argued with guy about price- on the phone then in the store. If you don't want to give the discount then don't advertise it on your site. Got the complete detail job. Came home and realized- footprint still on back of one of my seats, didn't wipe my cup holders and surrounding area, side windows were barely touched. Family members had similar issues with place previously, apparently. Not going back. I'll give my free wash (that I got with package) to someone else.",Negative
"Never been to that car wash, but had a gift card for it. I purchased the silver package($15), just an outside wash,with tire dressing, no wax. I prefer to clean the interior of the car myself as I do not like certain interior cleaners and protectors (Armour All). Silver package did not mention cleaning inside the vehicle, but my car came back with the interior vacuumed and wiped down. Car was washed and dried quickly, did not take more than 30 mins even with 3 or 4 cars ahead of me. Nothing exciting to report except I think it was a little too pricey for an exterior wash. I 'll go back again to use up the gift card, but I have a guy that comes to my house who washes, hand dry, hand wax and cleans the interior for $25 +$5 tip......waaaaaay better!",Negative
"I have had a very negative experience with HondaWest service department. I took it in for B service, and was told I had one tire that was not the same as the other 3. It was a smaller size and different brand. Further, the problem was made worse when I stopped in a Honda dealership in the SE (Heritage Honda) and the technicians there tightened and torqued the tire - I am in shock that the Honda technician did not notice the tire was different than the others. The quote Honda West provided was $988 to get two new tires, a full new rim, new battery and the service check-up. I investigated what went wrong and discovered my mom had my other tire. I called and asked if it would be possible to switch the tires for me so I could have access to my car over the long weekend. Nikki Kjinserdahl told me that the technicians were ""too busy"" to switch the tires for me and that they would not ""service two vehicles"" that day. She was also trying to tell me that new tires may be required etc etc. I wasn't asking for service on two cars, I was simply asking to switch over the correct tire so I could drive safely. I proceeded to take my car down the street to Canadian Tire and the Canadian Tire technicians helped us right away. They said it was a simple problem with a simple solution of switching the tires. I did NOT need a new tire whatsoever, and all I had to do was purchase new lug nuts. The total cost was $35. I will never come to Honda West again, as Nikki told me I would not be safe to drive, but refused to help me. I was put in a position where I was forced to go somewhere else, down the road, to receive assistance from technicians. Go to Canadian Tire instead to deal with your tire needs. I won't be coming to Honda West for service again.",Negative
"Honda West is awesome. My last four cars came from here. All four were serviced here regularly. Jocelyn Barton, the fleet manager, is a wonderful, friendly person. She understands the importance of good service. She also understands the importance of excellent reviews and does not hesitate to respond in kind.",Positive
"These guys cruise Kijiji ads looking for used cars to make offers on so they can resell them on their lot. They called me and said they were interested in my car I told them not to waste my time if they were going to lowball me. They said they wouldn't and that they would offer a competitive price they then contacted me back found the cheapest car in Canada they could find that had similar kms but is in very poor condition, and then offered me 30% less than what my car was for sale for. So, if they think 30% off is fair on a used car, then I guess they'd think offering 30% off on new cars would also be fair. These guys are snakes and the ultimate bottom feeders of used car salesmen, cruising Kijiji ads to resell cars on their lot. Buyer beware.",Negative
"I have a 2008 Honda Civic, so I can't give a recent review about the dealership. The service department is helpful and efficient; I haven't had a problem with issues like paying for unnecessary repairs (unlike Crowfoot Honda). The mechanics have done a great job of maintaining my car over the years. Their shuttle service is also very good--just make sure you drop off your vehicle early in the day so that they can pick you up before rush hour!",Positive
I own a Honda CR-V and take my car there for service whenever I need it and they are all wonderful! I love the dealership and the service department. Will enjoy dealing with them for years to come!,Positive
"Like most of reviewers here, I have mixed feelings about Honda west. I bought my first Honda in 2012 from here. It was not so much about the dealership, but I simply fell in love with the 08 accord coupe when I saw it. From the very beginning I felt like I was just another custom, and nothing they did really made me feel like they appreciate my investment (let's face it there are dealerships hungry with sales reps trying to meet their quota, and go to far extent to make the sale) I love my car and the experience so far. The service here is alright. Some days the person on the other end of the desk is awesome, like Justin...somedays it feels like I'm talking to a cyborg). Most of the times they have forgotten to give me my free car wash ticket. Not to be picky but if you are paying close to $300 every 4-5 months, that's just a nice gesture. No in facility car wash, so you have to take it to the local car wash and give them the coupon for a BASIC car wash. No shuttle service on the weekend, so if your friend is not picking you up....be prepended to sit down for a while. For now I guess I'll have to make it work. I'll look into other Honda dealership. Will I buy another Honda from Honda west? Prolly not.",Positive
I had a good experience buying my car. Gabe in finance was amazing. Service department was very helpful when I got a flat and needed a tire replaced. They got me in as soon as they could and were very patient. The only problem I have with honda is their loan department. They messed up my bank information when they entered it in the system and blamed it on me when I was behind a payment because of their stupidity. Then they called me and I had no clue what was going on until he tore me a new one. They treated me very unprofessionally. I've never been talked to with so much disrespect. If you do not like working in customer service then don't and don't take your mistakes out on me.,Negative
I agree with the previous review. We were at the dealership this week and our trade in vehicle was appraised so low that we ended up leaving without buying. We went to Airdrie. Better service and better price. Shop around.,Negative
This Honda dealer has given me bad service on more than one occasion. After writing to management several times with no response this dealer is one of the reasons i am selling my Honda,Negative
"I find it hard to give 1 star. I was shopping for a QX60 and the experience is pathetic I've never met any such un professional sales staff. The sales person has no idea of what am asking or any knowledge of vehicle The most flabbergasting thing was, the person disappeared during the conversation for more than 30 min and came back drunk. Is this a showroom or a bar. Above all it's a total waste of my 2 hours, they deny what they posted on their website and it was pretty funny that I was told there is no car that can be leased for less than 680 USD. I started walking out and suddenly another salesman comes out as a bully Guys my serious advice, get your act together if you want to run the business. You need to earn the business and above that respect customer I will never recommend this dealership and will even share with my biggest community and help them to stay away from this.",Negative
"Being Involved in the Technology Business sector for the past 40 years, one witnesses patterns develop. Fluctuations of an industries goods and services, are inevitable, as it is in life in general. Although there are exceptions where fluctuations are anticipated and embraced in a positive manner, simply said the ones committed to integrity will compete honestly and thoroughly to produce the long term favorable constant. Scottsdale Infiniti Service Departments representative Eric has proven a reflection of the aforementioned integrity. I have witnessed his ability to interact seamlessly (listen and explain) with a wide range of customers, including the members on his team. Although to understand an electric-mechanical system requires a skill, interacting with all the facets involved in an industry requires much more for long term success. It does take aptitude, attitude, experience and skill, but most importantly is the integrity with which this package functions. To find a product and repair shop one can trust is truly valuable. Worth mentioning is the 2012 Infiniti I own which has been serviced strictly by Scottsdale Infiniti for the past 5 years. I currently receive compliments and offers to purchase this vehicle from a wide range of people rather often due to its current condition. Automobile technician groups need brand specific specialization these days. Just training, certificates and factory authorization are not guarantees of workmanship. A well seasoned technician knows that experience, training and intelligence are not a guarantee for outcome; again.... there needs to be integrity and attitude in the environment. All personnel on particular team in a professional environment of respect and positive energy flow, will then provide the best steady positive results. All the experience in the world cannot thrive properly without these ingredients and good moral character. Outcome of this nature reflects this department. Thank you,",Positive
"I purchased my wife's q50 about a year ago. It was used with about 26,000 miles. I have to say that the buying experience was great. It was hassle free and relatively quick compared to other dealerships. Here's the rub. A coupe of weeks ago we got a flat tire in the middle of nowhere on the way to New Mexico. No worries. I can put on the spare and get the tire replaced. Not so fast. There was no spare or even a jack. I was perplexed. I have never purchased a car that didn't include a spare tire or a jack. It never even dawned on me to check. In hindsight, I should have checked. I took it for granted. Needless to say, we had to call for help. I sent an email to the dealer a few days later and received a call from the sales manager. The conversation was brief. I was told the car came with run flat tires that will go about 50 miles and that the spare tire is an upgrade option. I was never told this. The sales manager was sure he mentioned it to me. I can assure you he did not. I was also told it would cost $2000 to add the package or I could just buy a spare myself and put it in the trunk. Those are my options. Ok. I can promise you infinity of Scottsdale will not get $2000 more from me. The general manager did reach out also, but again, no real resolution. Just because of my experience I wouldn't recommend using this dealership to friends or family. How do you sell a car without a spare tire or a jack and not tell the purchaser? Not everyone has AAA.",Negative
"This dealer is by far the worst I have ever encounter. The employees in the service department and sales floor are un-professional and I honestly believe they need a better service manager with new technicians. I have taken my car to get service 5 times for the same issue and they could never give me an answer it was always a run around and then I had a salesman on the floor flirt with my wife while I was going to get my keys lol comical but so disrespectful. However, I found a home in inifiniti of Peoria were I was satisfied with the service and was told exactly what was going wrong with my new vehicle..",Negative
I shopped at at about 4 different Infiniti dealers in the valley last year before I leased my Q50. By far Infiniti of Scottsdale was the best! Then a year later after careful concideration I decided to work here because of the professionalism they showed during my car buying process. I can't be more thrilled to work anywhere else and I love my Q50!,Positive
"I recently moved to Arizona and am starting from scratch as I sold all my possessions in California. I drove a big SUV and was ready to purchase a more fuel efficient car but didn't want to sacrifice performance. I'm not one to go to the first dealer and get pressured into buying anything so I spent the greater part of 2 months searching for cars in the valley shopping around. I've read and heard great consumer reviews on Infiniti and have been eyeing the new and beautiful Infiniti Q50 hybrid and saw one online that I wanted to check out at Infiniti of Scottsdale. After a few minutes of walking in on the lot, I was greeted by a nice and welcoming sales rep by the name of Nic. He was extremely helpful as I was asking a lot of questions. His sales manager Amir also greeted me and answered some questions since he also drives the same car (not the hybrid) and told me the features and benefits of the vehicle. At NO point in our conversation did I feel that I was being pressured to buy this car and felt very comfortable with our interactions. I ended up taking the car for a test drive and immediately fell in love. The ride is smooth, great performance and gets great gas mileage. We worked out the numbers and found a comfortable payment with great terms. I couldn't be happier with my decision and will recommend this dealership to anyone I meet who's in the market for a car. Thank you Amir and Nic for making my purchase easy and smooth. You found yourselves a new loyal customer in a new city.",Positive
"Jose gave me a free estimate that was only a fraction of the price of service king. I admit, I was a little nervous thinking it wouldn't be as good of a job. But this guy is seriously awesome! Very friendly and professional. Did a few extra touch ups from what I originally asked for (pleasant surprise) and included it in his original estimate. He finished 3 days before his original time frame. I'm very pleased with his work, and will refer anyone! Here's some pictures. All the photos on the left side are when I was hit, and the photos on the right side are after JC collisions. Thanks again, Jose! Beautiful work.",Positive
AMAZING SHOP!!!! Thanks Jose!!! I got pushed into the side of the road by some jerk. I live three hours away and Jose fixed my car for me right there on the spot. I can't thank you enough. I will definitely tell everybody about your business. There should be more businesses like you out there.you guys have a great year!!!,Positive
"thoroughly happy with the customer care we received...leather couches in the waiting room was nice, free water, even nicer... when i used the restroom i snuck a peek at some custom paint jobs there were doing (impressive to say the least). Once i hear the price i couldn't say no. when we came back for the car the next day it looked like a brand new vehicle. I cannot say enough how gracious and friendly the staff was. We highly recommend JC Collision.",Positive
I rear ended someone couple weeks back. All I had to do is send tow truck driver picked up my vehicle dropped it off at shop and Jose got it all squared away for me..Awesome owner prompt service happy customer ..thank you for the great service -John G,Positive
"Need honest, fast, and awesome work done after your vehicle has been damage? This shop is the place to bring It to. Not only did they give me excellent customer service and notified me every step of the way. They also had my car complete back on the road and looking like nothing happened to It in a matter of days.. good as new! They worked with my Insurance and got me on the road in no time. Thanx JC Collison I will recommended your shop to anyone that is in need of your services!",Positive
Well... well... well .. as I promised people. . Here's the up date about my car totally done right as JC promised. . And yes !!! Looks like new im very grateful Jose.. thanks guys,Positive
"I received quick, efficient, & friendly service with Adolfo & Erik the other day when I stopped by after work for an oil change. My car is almost 14 years old and they stated I needed an engine flush. They kindly showed me on the insides of my engine having black gunk, which can affect the performance of my car & oil intake after changing it. I will be coming back again for my next oil change or maintenance needs!",Positive
"We have been coming to this location for our oil changes for many years. The best service ever is from George B. He always remembers our family and makes suggestions that are very positive for the ""health"" of our vehicles. This location is very efficient and you are in and out in no time. Thanks George for making a necessary but mundane task (oil changes etc), into a very positive experience. We advise all of our friends in family to use this location! We will never take our cars anywhere else.",Positive
"I've been too many jiffy lubes in my life and this is by far my favorite one. They're always fast, friendly, and dependable",Positive
Had a great experience at this Jiffy Lube location. Arrived near closing and were given expert and thorough service. Careful attention paid to our vehicle's service history and needs is appreciated as well as no push for unneeded work. Orlando was especially kind and patient. Thanks for your honesty and efficiency!,Positive
"These guys work quick and fast, and are always willing to work with you for discount. George is a great help and manager. I highly recommend them!",Positive
"I took my car in on October 16th for an oil change and was told that while I was there you could change my brake pads for me as well as I needed this done. I paid $352.11 for the brake pads and $124.98 for the oil change. The employees of course never told me that they only did the front brakes, but when I got home my car told me. I called in and they said they'd order the rear brakes as well for me. I took the car back in on October 26 to have the rear brake pads changed. When I took the car home after that, the warning sign for brakes wouldn't reset and it said the parking brake had been damaged. The brakes began acting sluggish and had to be pushed clear to the floor to slow down. I called the location and they told me to take it to bmw. I took it in today where I was charged $179 for the diagnostic. Upon inspection they told me that whoever changed the brakes had missed a bolt, put one bolt in the wrong place, and had not even attached the pads properly. This has caused brake fluid to leak into the pads, damaged the brakes themselves, and the car should never have been driven in that condition as the brakes weren't even functioning. Thank god I didn't crash due to the employees negligence or incompetence not sure which at this point. It will cost $2700+ to get the car fixed properly by bmw and I do not want their people working on this anymore; but they told me the only thing that they can do is to take the car back to their shop and look at It themselves. They've made 0 offers to reimburse me for the ""services"" that I had done here. I submitted a complaint to corporate last Friday and have only receiving one email from jiffy lube basically just trying to make sure they have no liability by blaming this on the owner, who has not reached out once. DO NOT TAKE YOUR VEHICLE HERE FOR ANY REASON!! It is worth driving a few minutes further to at least have a car!!!!! My car has been un-driveable for 2 WEEKS now and they've made 0 effort to compensate me for my losses or time lost. Will be reporting to BBB, AG, and every single website that I can possibly find.",Negative
Great fast service. And they do military discount! Stop by if you're in the area. You get free vacuum and they check all the fluids,Positive
Not all Jiffy Lube locations are created equal. This location is at the top. I've been to this one multiple times over the last few years. The most recent visit was for a last minute smog check. They were very kind and efficient in their service. I appreciate businesses like this and am grateful this is so close to my house.,Positive
"OIL CHANGE COST ME HUNDREDS...I went in for an oil change and air in my truck tires before my Labor Day vacation. The CSA was very friendly and the tech said my battery was ""bad"" according to the screen he showed me. I agreed to a new 3-year battery, but as I was driving away, I noticed that my fan was on high and blowing hot air, my A/C would not turn on and the tire pressure light was still on. I came back, they put air in the tires (!?!) and tried another battery so that my A/C would work. No luck, and almost three hours later, I had to make a run to the dealer to see if they could help me stop the HOT air blowing and get my A/C working again. They could, with a repair of over $500 once the part arrives on Tuesday the 6th. My vacation had to be cancelled because I can't drive in 100 degrees with no A/C and my ""oil change"" visit cost me the $200 at Jiffy Lube and over $500 at the dealer when the part arrives. My biggest disappointment - after missing out on my first vacation in a year - is the lack of response from the manager. I get that things happen and dealing with an unhappy customer is never fun, but I've been calm in explaining the situation, and now, I can't even get anyone to answer the phone.",Negative
"Worst service at an expensive price. Every time I bring in my car for oil change, they increase the price by $15 and reduce the time of work by 10 minutes. A total scam business by the people running this store. Never returning back and do not recommend anyone else. It's cheaper to get it done at dealership or even Wal-Mart who will stick to their prices. Worst thing is, you ask them to print your old receipts and see the price, they say their computers aren't in good shape and are running slow. When you show them the old receipts, heck we do not honor the same price. Full of shit place and employees not even trustworthy and friendly.",Negative
"I come here to get all my cars (we have 3) done for over 10 yrs and these no matter who the personel has akways been very good. Just today went early when they first open and Charles got me in and out in no time. 5 yrs earlier my car need its breaks fixed and Charles (same guy) got them done right. It did take a little longer, but after Charles got do e with them, to this day still work very well..highly recommend! thx Charles for doing a great job!",Positive
"Came in today to have the coolant changed in my truck. Was quoted $109+ tax. At the end, they charged me about $135. They charged extra because a pickup truck holds more coolant than a small car. Most chains do this and I think it's a deceptive business practice. The guy who quoted me the price was the manager. He knows it costs extra on a truck, but still quotes the lower car price. When he was ringing me up, I said ""You should mention that when you quote someone their price."" He said absolutely nothing, hit a few more buttons on the keyboard, then told me to swipe my card. That was it. They also didn't go through their normal checklist of washing the windows, checking other fluids, vacuuming the floor, etc. that Jiffy Lube is known for. It's not the money, it's the principle and top it off with poor customer service. Thumbs down. They were pretty quick, that's the best I can say.",Negative
"went in for an oil change... $79.99... out the door $108.00. 79.99 only covers 5 qts?? $10.99 for an extra quart? the finest racing oil is that price... pulls the air filters that are perfectly good.. trying to tell me they are bad. untrustworthy business... pulled my personal items out of the glove box and did not put back.. these guys are scam artist... 5 quarts of Mobil 1 is $25 at any part store....* side note; 5 days later when my battery died on my car, i popped the hood to change the battery and i find that at all of my plastic clips are missing from my engine cover ...",Negative
"Wow! You want to talk about great customer service? These guys right here. Seriously. Charles, in particular, has been awesome. Each time my car has had an issue, he has explained what it is and what the best solution would be. I've brought my wife's car here for an oil change, my car for an oil change, and my car again for an issue with my radiator. Every time these guys were awesome. And not just to me, either. I've overheard their conversations with other customers and they've been just as great with them, too. We just recently moved to Vegas from LA, so I'm very happy to have found an honest mechanic so quickly.",Positive
"Honest, professional and courteous service. Highly recommend! Jim is the best. I will be returning to this Jiffy Lube location.",Positive
"Richard and Bryce were very kind, courteous, and helpful. I love Jiffy Lube! I did not feel pressured to buy anything more than my oil change but wanted to show my car some extra TLC today-they helped point me in the right direction of what was important to replace and what could be done next time. Prices are accurate and fair. I arrived here at 3:30 pm and was gone in about an hour. Oil change, tire rotation, engine flush, and antifreeze top off. Very efficient service and I appreciate hard work with a smile.",Positive
"I have had a pleasant experience every time at this location. I have been taken care of quickly, efficiently, and with a smile. These guys are extremely friendly, and always explain in detail, what services were provided. I would recommend them in a heartbeat! A+ service",Positive
"I always trust the guys at this location because of the customer service rendered to me. They are true professionals and honest with their work. The prices are comparable to anywhere else, but the true value is in having peace of mind!",Positive
"What a rip! First, I have a coolant leak after another Jiffy Lube insisted I needed my radiator flushed, which I did even though I just got the new radiator a year before and told them that. They showed me a tube with merky water in it and so I did it...don't remember the cost but well over $100. I tell them that I have a coolant leak and a transmission leak that I just noticed and I'd like my oil changed. I also asked them not to put 6 qts of oil in my vehicle because it shows over the safe line when they do...the dip stick says right on it ""do not over fill"". First they try to sell me a transmission flush (I had that done 1.5 years ago and told them didn't they notice the leak and I needed to find out what that was first. He acts like I said nothing about leaks or overfilling my oil. It's been awhile and I go out and ask them if they put 5.5 qts as I requested and the manager goes over and pulls the stick while telling me they put 6 in and it was just fine. I ask to see the stick and it is over the safe line and ask them to remove some. He's annoyed and says it looks just fine. Within a few minutes this guy comes in and says it's done. Of course it's $70+ for an oil change and I ask about the coolant leak. He says there wasn't one which I clearly saw a couple times happening and also saw coolant on my garage floor under the radiator. The color was yellowish but he claims nothing. The transmission they claim is a plug and need a new gasket (which was replaced already). Bottom line....enough of Jiffy Lubes. I now am going to an auto repair shop to find out why my vehicle has two leaks and what they are. Their attitudes were unfriendly and yet when I went to get into my vehicle they were all standing together and all smiles and laughing....makes me wonder what else I will find now.",Negative
"I went to jiffy Lube because of horrible customer service I have had at other places. when I went there it was my first time not to long ago and a man Richard was helping me. He was so friendly and actually didn't just tell but showed me how low my battery was. I believed him and I got a new battery. After his helpfulness, we went inside and he suggested a few things. (I was leaving on vacation) I bought everything he recommended. what a great knowledgeable staff. I would recommend this to anyone!",Positive
After only a few days from my review I was contacted by Jiffy Lube. They sincerely wanted to know about my service. I was able to recall the situation and tell them my frustrations. He pointed out that my bill wasn't all from the oil change because I got a new cabin air filter which was $50. The jiffy lube guy offered a discount for my next visit.,Positive
"If you want a Quick No Fuss Oil Change, or get your Fluids Changed, or Filled..Come to this Jiffy Lube Location. It's on the Corner of Windmill & Pecos... It seems smaller than most Jiffy Lube Locations, but they are Very Good at what they do! I was In, and Out of there in Less than an Hour ( 30 Minutes, Tops). The Manager is Awesome, He is From Hawaii, and in My Case...He did give me a Discount on Some things that I Needed to Change! I know this Review is a Little Short, but what else can I say...but, this Review was made in a JIFFY, LOL!",Positive
